PeakID (cmd=annotatePeaks.pl hc_IDR_summit.bed hc.fna -gid -gtf hc.gtf -cpu 30)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
10256	X	869676	869676	+	0	NA	Intergenic	Intergenic	39869	V3C99_017115	V3C99_017115	gnl|V3C99|Hcon5G00000000039						protein_coding
3731	X	3265268	3265268	+	0	NA	intron (V3C99_017287, intron 1 of 8)	mRNA-intron (V3C99_017287, intron 1 of 8)	3099	V3C99_017287	V3C99_017287	gnl|V3C99|Hcon5G00000000211						protein_coding
15797	II	26513615	26513615	+	0	NA	intron (V3C99_012163, intron 3 of 3)	mRNA-intron (V3C99_012163, intron 3 of 3)	2952	V3C99_012163	V3C99_012163	gnl|V3C99|Hcon5G00000014321						protein_coding
16719	II	42118675	42118675	+	0	NA	TTS (V3C99_013240)	mRNA-TTS (V3C99_013240)	5143	V3C99_013240	V3C99_013240	gnl|V3C99|Hcon5G00000015398						protein_coding
21873	X	29763455	29763455	+	0	NA	Intergenic	Intergenic	-4686	V3C99_018919	V3C99_018919	gnl|V3C99|Hcon5G00000001843						protein_coding
20960	II	15659006	15659006	+	0	NA	TTS (V3C99_011453)	mRNA-TTS (V3C99_011453)	1664	V3C99_011453	V3C99_011453	gnl|V3C99|Hcon5G00000013611						protein_coding
14921	IV	23888691	23888691	+	0	NA	Intergenic	Intergenic	-2026	V3C99_008192	V3C99_008192	gnl|V3C99|Hcon5G00000003818						protein_coding
9115	II	40095410	40095410	+	0	NA	Intergenic	Intergenic	4585	V3C99_013057	V3C99_013057	gnl|V3C99|Hcon5G00000015215						protein_coding
16607	IV	22614198	22614198	+	0	NA	exon (V3C99_008133, exon 6 of 8)	mRNA-exon (V3C99_008133, exon 6 of 8)	2069	V3C99_008133	V3C99_008133	gnl|V3C99|Hcon5G00000003759						protein_coding
1553	III	15303598	15303598	+	0	NA	promoter-TSS (V3C99_000970)	mRNA-promoter-TSS (V3C99_000970)	-123	V3C99_000970	V3C99_000970	gnl|V3C99|Hcon5G00000010459						protein_coding
18216	III	37062357	37062357	+	0	NA	promoter-TSS (V3C99_002418)	mRNA-promoter-TSS (V3C99_002418)	-968	V3C99_002418	V3C99_002418	gnl|V3C99|Hcon5G00000011907						protein_coding
11815	IV	22582794	22582794	+	0	NA	intron (V3C99_008131, intron 2 of 13)	mRNA-intron (V3C99_008131, intron 2 of 13)	1470	V3C99_008131	V3C99_008131	gnl|V3C99|Hcon5G00000003757						protein_coding
8006	II	5264962	5264962	+	0	NA	promoter-TSS (V3C99_010735)	mRNA-promoter-TSS (V3C99_010735)	-690	V3C99_010735	V3C99_010735	gnl|V3C99|Hcon5G00000012893						protein_coding
4288	IV	2147273	2147273	+	0	NA	Intergenic	Intergenic	-6125	V3C99_006688	V3C99_006688	gnl|V3C99|Hcon5G00000002314						protein_coding
20486	I	11487787	11487787	+	0	NA	Intergenic	Intergenic	-23842	V3C99_004006	V3C99_004006	gnl|V3C99|Hcon5G00000006963						protein_coding
10033	III	33161656	33161656	+	0	NA	intron (V3C99_002138, intron 5 of 10)	mRNA-intron (V3C99_002138, intron 4 of 9)	5697	V3C99_002138	V3C99_002138	gnl|V3C99|Hcon5G00000011627						protein_coding
16401	IV	14296873	14296873	+	0	NA	promoter-TSS (V3C99_007625)	mRNA-promoter-TSS (V3C99_007625)	-743	V3C99_007625	V3C99_007625	gnl|V3C99|Hcon5G00000003251						protein_coding
12978	II	47382301	47382301	+	0	NA	intron (V3C99_013667, intron 2 of 5)	mRNA-intron (V3C99_013666, intron 27 of 28)	-1850	V3C99_013667	V3C99_013667	gnl|V3C99|Hcon5G00000015825						protein_coding
4674	II	39923556	39923556	+	0	NA	promoter-TSS (V3C99_013035)	mRNA-promoter-TSS (V3C99_013035)	-2592	V3C99_013035	V3C99_013035	gnl|V3C99|Hcon5G00000015193						protein_coding
11660	II	9896257	9896257	+	0	NA	intron (V3C99_011124, intron 17 of 39)	mRNA-intron (V3C99_011124, intron 17 of 39)	5012	V3C99_011125	V3C99_011125	gnl|V3C99|Hcon5G00000013283						protein_coding
16512	III	34240242	34240242	+	0	NA	exon (V3C99_002211, exon 2 of 5)	mRNA-exon (V3C99_002211, exon 2 of 5)	3581	V3C99_002211	V3C99_002211	gnl|V3C99|Hcon5G00000011700						protein_coding
10178	II	16584108	16584108	+	0	NA	promoter-TSS (V3C99_011514)	mRNA-promoter-TSS (V3C99_011514)	847	V3C99_011515	V3C99_011515	gnl|V3C99|Hcon5G00000013673						protein_coding
8177	III	25943943	25943943	+	0	NA	intron (V3C99_001650, intron 5 of 11)	mRNA-intron (V3C99_001650, intron 5 of 11)	8801	V3C99_001650	V3C99_001650	gnl|V3C99|Hcon5G00000011139						protein_coding
13482	II	46508826	46508826	+	0	NA	intron (V3C99_013587, intron 9 of 10)	mRNA-intron (V3C99_013587, intron 10 of 12)	-3982	V3C99_013588	V3C99_013588	gnl|V3C99|Hcon5G00000015746						protein_coding
18999	IV	26311182	26311182	+	0	NA	Intergenic	Intergenic	-1996	V3C99_008310	V3C99_008310	gnl|V3C99|Hcon5G00000003936						protein_coding
22869	I	1680334	1680334	+	0	NA	intron (V3C99_003239, intron 3 of 3)	mRNA-intron (V3C99_003239, intron 3 of 3)	2317	V3C99_003239	V3C99_003239	gnl|V3C99|Hcon5G00000006196						protein_coding
10450	V	10314873	10314873	+	0	NA	Intergenic	Intergenic	-31150	V3C99_014536	V3C99_014536	gnl|V3C99|Hcon5G00000016694						protein_coding
11398	V	7596835	7596835	+	0	NA	TTS (V3C99_014310)	mRNA-TTS (V3C99_014310)	9621	V3C99_014310	V3C99_014310	gnl|V3C99|Hcon5G00000016468						protein_coding
22160	X	16750112	16750112	+	0	NA	intron (V3C99_018174, intron 11 of 21)	mRNA-intron (V3C99_018174, intron 4 of 6)	-21174	V3C99_018178	V3C99_018178	gnl|V3C99|Hcon5G00000001102						protein_coding
6985	III	40031259	40031259	+	0	NA	promoter-TSS (V3C99_002661)	mRNA-promoter-TSS (V3C99_002661)	-3951	V3C99_002661	V3C99_002661	gnl|V3C99|Hcon5G00000012150						protein_coding
12532	III	17130163	17130163	+	0	NA	promoter-TSS (V3C99_001073)	mRNA-promoter-TSS (V3C99_001073)	-4142	V3C99_001073	V3C99_001073	gnl|V3C99|Hcon5G00000010562						protein_coding
20774	X	3501218	3501218	+	0	NA	intron (V3C99_017305, intron 1 of 2)	mRNA-intron (V3C99_017305, intron 1 of 2)	787	V3C99_017305	V3C99_017305	gnl|V3C99|Hcon5G00000000229						protein_coding
8833	II	23090646	23090646	+	0	NA	Intergenic	Intergenic	-3598	V3C99_011998	V3C99_011998	gnl|V3C99|Hcon5G00000014156						protein_coding
20280	I	22880551	22880551	+	0	NA	intron (V3C99_004777, intron 14 of 29)	mRNA-intron (V3C99_004777, intron 11 of 25)	-18564	V3C99_004781	V3C99_004781	gnl|V3C99|Hcon5G00000007738						protein_coding
8953	I	30905199	30905199	+	0	NA	TTS (V3C99_005300)	mRNA-TTS (V3C99_005300)	5792	V3C99_005300	V3C99_005300	gnl|V3C99|Hcon5G00000008257						protein_coding
18410	V	24669202	24669202	+	0	NA	intron (V3C99_015330, intron 15 of 18)	mRNA-intron (V3C99_015330, intron 15 of 18)	10200	V3C99_015330	V3C99_015330	gnl|V3C99|Hcon5G00000017488						protein_coding
3004	I	26566322	26566322	+	0	NA	Intergenic	Intergenic	-2370	V3C99_004997	V3C99_004997	gnl|V3C99|Hcon5G00000007954						protein_coding
18363	II	42708586	42708586	+	0	NA	intron (V3C99_013300, intron 8 of 10)	mRNA-intron (V3C99_013300, intron 9 of 17)	4668	V3C99_013301	V3C99_013301	gnl|V3C99|Hcon5G00000015459						protein_coding
19563	II	11304710	11304710	+	0	NA	promoter-TSS (V3C99_011216)	mRNA-promoter-TSS (V3C99_011216)	-838	V3C99_011216	V3C99_011216	gnl|V3C99|Hcon5G00000013374						protein_coding
5892	I	1488668	1488668	+	0	NA	Intergenic	Intergenic	-1513	V3C99_003224	V3C99_003224	gnl|V3C99|Hcon5G00000006181						protein_coding
21001	IV	16031291	16031291	+	0	NA	TTS (V3C99_007752)	mRNA-TTS (V3C99_007752)	544	V3C99_007751	V3C99_007751	gnl|V3C99|Hcon5G00000003377						protein_coding
14725	X	12072305	12072305	+	0	NA	Intergenic	Intergenic	-1675	V3C99_017873	V3C99_017873	gnl|V3C99|Hcon5G00000000797						protein_coding
6728	X	12081211	12081211	+	0	NA	intron (V3C99_017874, intron 4 of 4)	mRNA-intron (V3C99_017874, intron 4 of 4)	7936	V3C99_017874	V3C99_017874	gnl|V3C99|Hcon5G00000000798						protein_coding
11378	III	27655471	27655471	+	0	NA	Intergenic	Intergenic	-3593	V3C99_001751	V3C99_001751	gnl|V3C99|Hcon5G00000011240						protein_coding
15869	V	40530579	40530579	+	0	NA	TTS (V3C99_016428)	mRNA-TTS (V3C99_016428)	3388	V3C99_016429	V3C99_016429	gnl|V3C99|Hcon5G00000018587						protein_coding
9565	III	39341105	39341105	+	0	NA	exon (V3C99_002604, exon 5 of 9)	mRNA-exon (V3C99_002604, exon 5 of 9)	2378	V3C99_002603	V3C99_002603	gnl|V3C99|Hcon5G00000012092						protein_coding
13409	III	12128832	12128832	+	0	NA	Intergenic	Intergenic	11213	V3C99_000767	V3C99_000767	gnl|V3C99|Hcon5G00000010256						protein_coding
15160	X	12499269	12499269	+	0	NA	intron (V3C99_017906, intron 1 of 4)	mRNA-intron (V3C99_017906, intron 3 of 6)	292	V3C99_017906	V3C99_017906	gnl|V3C99|Hcon5G00000000830						protein_coding
8179	IV	47968	47968	+	0	NA	Intergenic	Intergenic	-8323	V3C99_006535	V3C99_006535	gnl|V3C99|Hcon5G00000002161						protein_coding
10198	V	14122352	14122352	+	0	NA	promoter-TSS (V3C99_014771)	mRNA-promoter-TSS (V3C99_014771)	-3943	V3C99_014770	V3C99_014770	gnl|V3C99|Hcon5G00000016928						protein_coding
5814	IV	53533532	53533532	+	0	NA	exon (V3C99_010354, exon 5 of 6)	mRNA-exon (V3C99_010354, exon 5 of 6)	-5090	V3C99_010353	V3C99_010353	gnl|V3C99|Hcon5G00000005979						protein_coding
18979	IV	47679420	47679420	+	0	NA	intron (V3C99_009837, intron 9 of 11)	mRNA-intron (V3C99_009837, intron 9 of 11)	3979	V3C99_009837	V3C99_009837	gnl|V3C99|Hcon5G00000005463						protein_coding
18738	IV	21190084	21190084	+	0	NA	promoter-TSS (V3C99_008057)	mRNA-promoter-TSS (V3C99_008057)	-33	V3C99_008057	V3C99_008057	gnl|V3C99|Hcon5G00000003683						protein_coding
362	III	43996995	43996995	+	0	NA	Intergenic	Intergenic	-6772	V3C99_002969	V3C99_002969	gnl|V3C99|Hcon5G00000012458						protein_coding
3446	II	45439547	45439547	+	0	NA	intron (V3C99_013500, intron 1 of 10)	mRNA-intron (V3C99_013500, intron 1 of 11)	14634	V3C99_013500	V3C99_013500	gnl|V3C99|Hcon5G00000015658						protein_coding
14518	II	7956040	7956040	+	0	NA	exon (V3C99_010951, exon 9 of 14)	mRNA-exon (V3C99_010951, exon 9 of 14)	2460	V3C99_010951	V3C99_010951	gnl|V3C99|Hcon5G00000013109						protein_coding
17267	III	3180441	3180441	+	0	NA	intron (V3C99_000187, intron 12 of 12)	mRNA-intron (V3C99_000187, intron 12 of 12)	4374	V3C99_000188	V3C99_000188	gnl|V3C99|Hcon5G00000009677						protein_coding
4338	X	6089162	6089162	+	0	NA	Intergenic	Intergenic	-9023	V3C99_017492	V3C99_017492	gnl|V3C99|Hcon5G00000000416						protein_coding
13711	II	15815789	15815789	+	0	NA	Intergenic	Intergenic	-5893	V3C99_011463	V3C99_011463	gnl|V3C99|Hcon5G00000013621						protein_coding
9210	II	3798795	3798795	+	0	NA	Intergenic	Intergenic	-7367	V3C99_010649	V3C99_010649	gnl|V3C99|Hcon5G00000012807						protein_coding
14016	V	47193247	47193247	+	0	NA	exon (V3C99_016907, exon 3 of 6)	mRNA-exon (V3C99_016907, exon 3 of 6)	505	V3C99_016907	V3C99_016907	gnl|V3C99|Hcon5G00000019065						protein_coding
16464	I	40184119	40184119	+	0	NA	Intergenic	Intergenic	-8025	V3C99_005934	V3C99_005934	gnl|V3C99|Hcon5G00000008891						protein_coding
20794	III	7824533	7824533	+	0	NA	intron (V3C99_000510, intron 4 of 53)	mRNA-intron (V3C99_000510, intron 4 of 53)	3059	V3C99_000510	V3C99_000510	gnl|V3C99|Hcon5G00000009999						protein_coding
18563	IV	37791110	37791110	+	0	NA	intron (V3C99_009029, intron 2 of 9)	mRNA-intron (V3C99_009029, intron 2 of 9)	-6634	V3C99_009029	V3C99_009029	gnl|V3C99|Hcon5G00000004655						protein_coding
5992	IV	35358935	35358935	+	0	NA	intron (V3C99_008850, intron 1 of 18)	mRNA-intron (V3C99_008850, intron 1 of 18)	9449	V3C99_008850	V3C99_008850	gnl|V3C99|Hcon5G00000004476						protein_coding
2383	I	27434038	27434038	+	0	NA	Intergenic	Intergenic	-3912	V3C99_005055	V3C99_005055	gnl|V3C99|Hcon5G00000008012						protein_coding
5681	I	30818226	30818226	+	0	NA	promoter-TSS (V3C99_005292)	mRNA-promoter-TSS (V3C99_005292)	-686	V3C99_005292	V3C99_005292	gnl|V3C99|Hcon5G00000008249						protein_coding
14109	III	44767447	44767447	+	0	NA	exon (V3C99_003026, exon 18 of 23)	mRNA-exon (V3C99_003026, exon 18 of 23)	-6233	V3C99_003027	V3C99_003027	gnl|V3C99|Hcon5G00000012516						protein_coding
19410	X	11840211	11840211	+	0	NA	Intergenic	Intergenic	-8101	V3C99_017863	V3C99_017863	gnl|V3C99|Hcon5G00000000787						protein_coding
19363	III	12049280	12049280	+	0	NA	intron (V3C99_000762, intron 4 of 5)	mRNA-intron (V3C99_000762, intron 4 of 5)	-2836	V3C99_000763	V3C99_000763	gnl|V3C99|Hcon5G00000010252						protein_coding
22844	I	41148869	41148869	+	0	NA	exon (V3C99_006013, exon 1 of 1)	mRNA-exon (V3C99_006013, exon 1 of 1)	2970	V3C99_006013	V3C99_006013	gnl|V3C99|Hcon5G00000008970						protein_coding
17229	V	42537211	42537211	+	0	NA	Intergenic	Intergenic	8002	V3C99_016540	V3C99_016540	gnl|V3C99|Hcon5G00000018698						protein_coding
8853	V	42380361	42380361	+	0	NA	promoter-TSS (V3C99_016532)	mRNA-promoter-TSS (V3C99_016532)	-36	V3C99_016532	V3C99_016532	gnl|V3C99|Hcon5G00000018690						protein_coding
5283	II	13886669	13886669	+	0	NA	Intergenic	Intergenic	2709	V3C99_011341	V3C99_011341	gnl|V3C99|Hcon5G00000013499						protein_coding
6081	IV	36062260	36062260	+	0	NA	Intergenic	Intergenic	-22476	V3C99_008891	V3C99_008891	gnl|V3C99|Hcon5G00000004517						protein_coding
8933	I	19262533	19262533	+	0	NA	intron (V3C99_004575, intron 11 of 14)	mRNA-intron (V3C99_004575, intron 11 of 14)	-6358	V3C99_004576	V3C99_004576	gnl|V3C99|Hcon5G00000007533						protein_coding
8471	IV	25993737	25993737	+	0	NA	intron (V3C99_008301, intron 2 of 21)	mRNA-intron (V3C99_008301, intron 4 of 23)	1447	V3C99_008301	V3C99_008301	gnl|V3C99|Hcon5G00000003927						protein_coding
14800	IV	35150839	35150839	+	0	NA	promoter-TSS (V3C99_008840)	mRNA-promoter-TSS (V3C99_008840)	-744	V3C99_008840	V3C99_008840	gnl|V3C99|Hcon5G00000004466						protein_coding
5729	II	248851	248851	+	0	NA	intron (V3C99_010451, intron 3 of 6)	mRNA-intron (V3C99_010451, intron 3 of 7)	2743	V3C99_010451	V3C99_010451	gnl|V3C99|Hcon5G00000012609						protein_coding
6885	II	13225705	13225705	+	0	NA	Intergenic	Intergenic	-10010	V3C99_011308	V3C99_011308	gnl|V3C99|Hcon5G00000013466						protein_coding
16188	III	46029387	46029387	+	0	NA	exon (V3C99_003111, exon 18 of 44)	mRNA-exon (V3C99_003111, exon 18 of 44)	14127	V3C99_003111	V3C99_003111	gnl|V3C99|Hcon5G00000012600						protein_coding
11598	III	7429200	7429200	+	0	NA	Intergenic	Intergenic	-2438	V3C99_000480	V3C99_000480	gnl|V3C99|Hcon5G00000009969						protein_coding
12332	X	24505759	24505759	+	0	NA	promoter-TSS (V3C99_018637)	mRNA-promoter-TSS (V3C99_018637)	-60	V3C99_018637	V3C99_018637	gnl|V3C99|Hcon5G00000001561						protein_coding
3316	I	37852817	37852817	+	0	NA	promoter-TSS (V3C99_005760)	mRNA-promoter-TSS (V3C99_005760)	-939	V3C99_005760	V3C99_005760	gnl|V3C99|Hcon5G00000008717						protein_coding
2193	I	33432692	33432692	+	0	NA	Intergenic	Intergenic	16417	V3C99_005448	V3C99_005448	gnl|V3C99|Hcon5G00000008405						protein_coding
19999	V	17523086	17523086	+	0	NA	intron (V3C99_014999, intron 1 of 18)	mRNA-intron (V3C99_014999, intron 1 of 18)	-27062	V3C99_014999	V3C99_014999	gnl|V3C99|Hcon5G00000017157						protein_coding
16312	X	10571213	10571213	+	0	NA	intron (V3C99_017786, intron 1 of 1)	mRNA-intron (V3C99_017786, intron 1 of 1)	3062	V3C99_017786	V3C99_017786	gnl|V3C99|Hcon5G00000000710						protein_coding
1063	I	36837095	36837095	+	0	NA	Intergenic	Intergenic	-2426	V3C99_005675	V3C99_005675	gnl|V3C99|Hcon5G00000008632						protein_coding
17071	II	740415	740415	+	0	NA	Intergenic	Intergenic	-20514	V3C99_010470	V3C99_010470	gnl|V3C99|Hcon5G00000012628						protein_coding
272	II	41886969	41886969	+	0	NA	promoter-TSS (V3C99_013223)	mRNA-promoter-TSS (V3C99_013223)	512	V3C99_013222	V3C99_013222	gnl|V3C99|Hcon5G00000015380						protein_coding
15827	IV	44912093	44912093	+	0	NA	intron (V3C99_009582, intron 3 of 19)	mRNA-intron (V3C99_009582, intron 3 of 18)	14652	V3C99_009582	V3C99_009582	gnl|V3C99|Hcon5G00000005208						protein_coding
11096	V	32887319	32887319	+	0	NA	exon (V3C99_015856, exon 1 of 6)	mRNA-exon (V3C99_015856, exon 1 of 6)	192	V3C99_015856	V3C99_015856	gnl|V3C99|Hcon5G00000018014						protein_coding
17757	I	15933002	15933002	+	0	NA	intron (V3C99_004323, intron 17 of 17)	mRNA-intron (V3C99_004323, intron 17 of 17)	11965	V3C99_004323	V3C99_004323	gnl|V3C99|Hcon5G00000007280						protein_coding
15844	II	40531524	40531524	+	0	NA	intron (V3C99_013094, intron 17 of 29)	mRNA-intron (V3C99_013094, intron 17 of 59)	4102	V3C99_013096	V3C99_013096	gnl|V3C99|Hcon5G00000015254						protein_coding
4243	V	29940871	29940871	+	0	NA	Intergenic	Intergenic	-5451	V3C99_015666	V3C99_015666	gnl|V3C99|Hcon5G00000017824						protein_coding
20836	II	778870	778870	+	0	NA	intron (V3C99_010470, intron 10 of 11)	mRNA-intron (V3C99_010470, intron 10 of 11)	-2917	V3C99_010471	V3C99_010471	gnl|V3C99|Hcon5G00000012629						protein_coding
14182	V	43233818	43233818	+	0	NA	Intergenic	Intergenic	-18392	V3C99_016597	V3C99_016597	gnl|V3C99|Hcon5G00000018755						protein_coding
4641	I	35948076	35948076	+	0	NA	TTS (V3C99_005615)	mRNA-TTS (V3C99_005615)	3113	V3C99_005615	V3C99_005615	gnl|V3C99|Hcon5G00000008572						protein_coding
19738	IV	41301017	41301017	+	0	NA	exon (V3C99_009284, exon 1 of 1)	mRNA-exon (V3C99_009284, exon 1 of 1)	283	V3C99_009284	V3C99_009284	gnl|V3C99|Hcon5G00000004910						protein_coding
4358	III	4870230	4870230	+	0	NA	exon (V3C99_000302, exon 14 of 16)	mRNA-exon (V3C99_000302, exon 14 of 16)	9561	V3C99_000302	V3C99_000302	gnl|V3C99|Hcon5G00000009791						protein_coding
14318	V	17904372	17904372	+	0	NA	intron (V3C99_015018, intron 5 of 20)	mRNA-intron (V3C99_015018, intron 1 of 16)	37985	V3C99_015018	V3C99_015018	gnl|V3C99|Hcon5G00000017176						protein_coding
5914	II	38230051	38230051	+	0	NA	Intergenic	Intergenic	-6291	V3C99_012893	V3C99_012893	gnl|V3C99|Hcon5G00000015051						protein_coding
17091	V	19002450	19002450	+	0	NA	intron (V3C99_015061, intron 10 of 10)	mRNA-intron (V3C99_015061, intron 10 of 15)	-2413	V3C99_015062	V3C99_015062	gnl|V3C99|Hcon5G00000017220						protein_coding
19979	IV	26781671	26781671	+	0	NA	intron (V3C99_008333, intron 2 of 15)	mRNA-intron (V3C99_008333, intron 2 of 15)	-4125	V3C99_008332	V3C99_008332	gnl|V3C99|Hcon5G00000003958						protein_coding
11076	II	21671715	21671715	+	0	NA	TTS (V3C99_011922)	mRNA-TTS (V3C99_011922)	1957	V3C99_011922	V3C99_011922	gnl|V3C99|Hcon5G00000014080						protein_coding
21723	X	24874745	24874745	+	0	NA	Intergenic	Intergenic	-4356	V3C99_018655	V3C99_018655	gnl|V3C99|Hcon5G00000001579						protein_coding
13636	IV	36332585	36332585	+	0	NA	Intergenic	Intergenic	-8238	V3C99_008910	V3C99_008910	gnl|V3C99|Hcon5G00000004536						protein_coding
11578	X	12164953	12164953	+	0	NA	intron (V3C99_017887, intron 2 of 2)	mRNA-intron (V3C99_017887, intron 2 of 2)	1862	V3C99_017887	V3C99_017887	gnl|V3C99|Hcon5G00000000811						protein_coding
22827	II	623177	623177	+	0	NA	Intergenic	Intergenic	-2039	V3C99_010464	V3C99_010464	gnl|V3C99|Hcon5G00000012622						protein_coding
5727	V	14739363	14739363	+	0	NA	intron (V3C99_014806, intron 4 of 10)	mRNA-intron (V3C99_014806, intron 5 of 11)	2884	V3C99_014806	V3C99_014806	gnl|V3C99|Hcon5G00000016964						protein_coding
16449	II	4341740	4341740	+	0	NA	Intergenic	Intergenic	9357	V3C99_010679	V3C99_010679	gnl|V3C99|Hcon5G00000012837						protein_coding
10766	IV	46376541	46376541	+	0	NA	exon (V3C99_009709, exon 2 of 2)	mRNA-exon (V3C99_009709, exon 2 of 2)	1966	V3C99_009709	V3C99_009709	gnl|V3C99|Hcon5G00000005335						protein_coding
2631	III	9304602	9304602	+	0	NA	Intergenic	Intergenic	-2137	V3C99_000590	V3C99_000590	gnl|V3C99|Hcon5G00000010079						protein_coding
20632	V	3493256	3493256	+	0	NA	intron (V3C99_013989, intron 9 of 22)	mRNA-intron (V3C99_013989, intron 9 of 23)	6320	V3C99_013989	V3C99_013989	gnl|V3C99|Hcon5G00000016147						protein_coding
5333	V	28639265	28639265	+	0	NA	Intergenic	Intergenic	-9269	V3C99_015571	V3C99_015571	gnl|V3C99|Hcon5G00000017729						protein_coding
2233	IV	36806844	36806844	+	0	NA	intron (V3C99_008949, intron 2 of 12)	mRNA-intron (V3C99_008949, intron 3 of 14)	9717	V3C99_008949	V3C99_008949	gnl|V3C99|Hcon5G00000004575						protein_coding
20824	V	18191358	18191358	+	0	NA	TTS (V3C99_015030)	mRNA-TTS (V3C99_015030)	389	V3C99_015030	V3C99_015030	gnl|V3C99|Hcon5G00000017188						protein_coding
5576	IV	13344810	13344810	+	0	NA	Intergenic	Intergenic	28496	V3C99_007560	V3C99_007560	gnl|V3C99|Hcon5G00000003186						protein_coding
8392	X	30760068	30760068	+	0	NA	intron (V3C99_018988, intron 3 of 28)	mRNA-intron (V3C99_018988, intron 5 of 30)	6230	V3C99_018988	V3C99_018988	gnl|V3C99|Hcon5G00000001912						protein_coding
11932	X	5002366	5002366	+	0	NA	exon (V3C99_017408, exon 18 of 42)	mRNA-exon (V3C99_017408, exon 18 of 42)	6077	V3C99_017408	V3C99_017408	gnl|V3C99|Hcon5G00000000332						protein_coding
9055	X	33201577	33201577	+	0	NA	Intergenic	Intergenic	-1288	V3C99_019166	V3C99_019166	gnl|V3C99|Hcon5G00000002090						protein_coding
6247	II	18601327	18601327	+	0	NA	intron (V3C99_011692, intron 2 of 20)	mRNA-intron (V3C99_011692, intron 2 of 20)	5985	V3C99_011693	V3C99_011693	gnl|V3C99|Hcon5G00000013851						protein_coding
18740	I	8557795	8557795	+	0	NA	exon (V3C99_003783, exon 1 of 1)	mRNA-exon (V3C99_003783, exon 1 of 1)	-1071	V3C99_003783	V3C99_003783	gnl|V3C99|Hcon5G00000006740						protein_coding
14895	I	36753475	36753475	+	0	NA	promoter-TSS (V3C99_005670)	mRNA-promoter-TSS (V3C99_005670)	-988	V3C99_005670	V3C99_005670	gnl|V3C99|Hcon5G00000008627						protein_coding
9473	V	23143104	23143104	+	0	NA	Intergenic	Intergenic	-1308	V3C99_015236	V3C99_015236	gnl|V3C99|Hcon5G00000017394						protein_coding
9931	I	44931709	44931709	+	0	NA	intron (V3C99_006331, intron 6 of 12)	mRNA-intron (V3C99_006331, intron 6 of 12)	10048	V3C99_006331	V3C99_006331	gnl|V3C99|Hcon5G00000009288						protein_coding
9851	X	19903404	19903404	+	0	NA	Intergenic	Intergenic	-14985	V3C99_018339	V3C99_018339	gnl|V3C99|Hcon5G00000001263						protein_coding
13624	III	34928884	34928884	+	0	NA	intron (V3C99_002263, intron 18 of 18)	mRNA-intron (V3C99_002263, intron 17 of 17)	7277	V3C99_002263	V3C99_002263	gnl|V3C99|Hcon5G00000011752						protein_coding
17803	X	29050046	29050046	+	0	NA	Intergenic	Intergenic	-6969	V3C99_018882	V3C99_018882	gnl|V3C99|Hcon5G00000001806						protein_coding
9769	II	14826075	14826075	+	0	NA	Intergenic	Intergenic	4902	V3C99_011403	V3C99_011403	gnl|V3C99|Hcon5G00000013561						protein_coding
